policy,condition,seed,cell,episode,success,failure_mode,regrasp,kind,frame,az,n_events
clean-seed2000,clean,2000,in_distribution,8,1,success,,delivery,562,-22.83,1
clean-seed2000,clean,2000,in_distribution,9,1,success,,delivery,472,-21.74,1
clean-seed2000,clean,2000,in_distribution,10,1,success,,delivery,495,-21.26,1
clean-seed2000,clean,2000,in_distribution,11,1,success,,delivery,496,-22.5,1
clean-seed2000,clean,2000,in_distribution,12,1,success,,delivery,309,-22.82,1
clean-seed2000,clean,2000,in_distribution,13,1,success,,delivery,390,-22.91,1
clean-seed2000,clean,2000,in_distribution,14,1,success,,delivery,427,-22.55,1
clean-seed2000,clean,2000,in_distribution,15,1,success,,delivery,365,-24.3,1
clean-seed2000,clean,2000,near_1in,1,1,success,,delivery,395,-23.34,1
clean-seed2000,clean,2000,near_1in,3,1,success,,delivery,412,-23.63,1
clean-seed2000,clean,2000,near_1in,5,0,contact_no_grasp,,drop,834,3.49,1
clean-seed2000,clean,2000,near_1in,6,1,success,,delivery,373,-21.33,1
clean-seed2000,clean,2000,near_2in,4,0,timeout_other,,drop,683,4.07,2
clean-seed2000,clean,2000,near_2in,4,0,timeout_other,,drop,941,27.22,2
clean-seed2000,clean,2000,reduced_lighting,2,1,success,,delivery,450,-23.67,1
clean-seed2000,clean,2000,reduced_lighting,3,0,contact_no_grasp,,drop,436,13.17,1
clean-seed2000,clean,2000,reduced_lighting,4,1,success,,delivery,678,-22.4,1
clean-seed2000,clean,2000,reduced_lighting,7,1,success,,delivery,528,-21.51,1
clean-seed2000,clean,2000,reduced_lighting,8,1,success,,delivery,757,-21.38,1
clean-seed2000,clean,2000,reduced_lighting,9,1,success,,delivery,598,-22.39,1
clean-seed2000,clean,2000,reduced_lighting,10,1,success,,delivery,607,-24.29,1
clean-seed2000,clean,2000,reduced_lighting,11,0,contact_no_grasp,,drop,378,12.11,1
clean-seed2000,clean,2000,reduced_lighting,12,1,success,,delivery,369,-23.04,1
clean-seed2000,clean,2000,reduced_lighting,14,1,success,,delivery,496,-21.83,1
clean-seed2000,clean,2000,reduced_lighting,15,1,success,,delivery,456,-23.31,1
color,color,1000,different_object,1,1,success,,delivery,286,-24.71,1
color,color,1000,different_object,2,1,success,,delivery,252,-23.51,1
color,color,1000,different_object,3,1,success,,delivery,275,-24.11,1
color,color,1000,different_object,4,1,success,,delivery,283,-24.42,1
color,color,1000,different_object,5,1,success,,delivery,264,-23.97,1
color,color,1000,different_object,6,1,success,,delivery,260,-24.13,1
color,color,1000,different_object,7,1,success,,delivery,237,-24.33,1
color,color,1000,different_object,8,1,success,,delivery,287,-22.54,1
color,color,1000,different_object,9,1,success,,delivery,282,-23.11,1
color,color,1000,different_object,10,1,success,,delivery,248,-24.51,1
color,color,1000,different_object,11,1,success,,delivery,286,-24.1,1
color,color,1000,different_object,12,1,success,,delivery,282,-23.15,1
color,color,1000,different_object,13,1,success,,delivery,284,-24.14,1
color,color,1000,different_object,14,1,success,,delivery,225,-22.73,1
color,color,1000,different_object,15,1,success,,delivery,236,-24.33,1
color,color,1000,distractors,1,1,success,,delivery,283,-21.91,1
color,color,1000,distractors,2,1,success,,delivery,241,-23.01,1
color,color,1000,distractors,3,1,success,,delivery,289,-24.14,1
color,color,1000,distractors,4,1,success,,delivery,247,-23.4,1
color,color,1000,distractors,5,1,success,,delivery,266,-21.85,1
color,color,1000,distractors,6,1,success,,delivery,301,-21.31,1
color,color,1000,distractors,7,1,success,,delivery,246,-23.15,1
color,color,1000,distractors,8,1,success,,delivery,241,-21.61,1
color,color,1000,distractors,9,1,success,,delivery,291,-22.92,1
color,color,1000,distractors,10,1,success,,delivery,292,-22.01,1
color,color,1000,distractors,12,1,success,,delivery,292,-22.21,1
color,color,1000,distractors,13,1,success,,delivery,267,-21.06,1
color,color,1000,distractors,14,0,contact_no_grasp,,drop,396,12.42,1
color,color,1000,distractors,15,1,success,,delivery,295,-23.53,1
color,color,1000,in_distribution,1,1,success,,delivery,240,-23.05,1
color,color,1000,in_distribution,2,1,success,,delivery,355,-23.59,1
color,color,1000,in_distribution,3,1,success,,delivery,267,-23.66,1
color,color,1000,in_distribution,4,1,success,,delivery,510,-23.89,1
color,color,1000,in_distribution,5,1,success,,delivery,242,-23.6,1
color,color,1000,in_distribution,6,1,success,,delivery,241,-23.49,1
color,color,1000,in_distribution,7,1,success,,delivery,243,-23.64,1
color,color,1000,in_distribution,8,0,contact_no_grasp,,drop,237,-10.96,2
color,color,1000,in_distribution,8,0,contact_no_grasp,,drop,390,22.92,2
color,color,1000,in_distribution,9,1,success,,delivery,231,-23.81,1
color,color,1000,in_distribution,10,1,success,,delivery,304,-24.09,1
color,color,1000,in_distribution,12,1,success,,delivery,268,-24.03,1
color,color,1000,in_distribution,13,1,success,,delivery,231,-23.09,1
color,color,1000,in_distribution,14,1,success,,delivery,276,-23.12,1
color,color,1000,in_distribution,15,1,success,,delivery,267,-22.41,1
color,color,1000,new_positions,15,0,timeout_other,,drop,682,23.43,1
color,color,1000,reduced_lighting,1,1,success,,delivery,235,-22.78,1
color,color,1000,reduced_lighting,3,1,success,,delivery,242,-23.67,1
color,color,1000,reduced_lighting,4,1,success,,delivery,246,-22.75,1
color,color,1000,reduced_lighting,6,1,success,,delivery,244,-22.89,1
color,color,1000,reduced_lighting,7,1,success,,delivery,268,-21.99,1
color,color,1000,reduced_lighting,8,1,success,,delivery,238,-23.69,1
color,color,1000,reduced_lighting,9,1,success,,delivery,239,-23.17,1
color,color,1000,reduced_lighting,10,1,success,,delivery,241,-24.39,1
color,color,1000,reduced_lighting,11,0,contact_no_grasp,,drop,438,15.78,1
color,color,1000,reduced_lighting,12,1,success,,delivery,246,-23.44,1
color,color,1000,reduced_lighting,13,1,success_after_missed_grasp,,delivery,425,-22.73,1
color,color,1000,reduced_lighting,14,1,success,,delivery,239,-23.95,1
color,color,1000,reduced_lighting,15,1,success,,delivery,244,-24.02,1
color-seed2000,color,2000,different_object,1,1,success,,delivery,274,-24.4,1
color-seed2000,color,2000,different_object,2,1,success,,delivery,256,-23.13,1
color-seed2000,color,2000,different_object,3,1,success,,delivery,238,-23.72,1
color-seed2000,color,2000,different_object,4,1,success,,delivery,273,-22.68,1
color-seed2000,color,2000,different_object,5,1,success,,delivery,290,-23.42,1
color-seed2000,color,2000,different_object,6,1,success,,delivery,274,-22.98,1
color-seed2000,color,2000,different_object,7,1,success,,delivery,282,-23.53,1
color-seed2000,color,2000,different_object,8,1,success,,delivery,236,-22.64,1
color-seed2000,color,2000,different_object,9,1,success,,delivery,259,-23.52,1
color-seed2000,color,2000,different_object,10,1,success,,delivery,274,-23.68,1
color-seed2000,color,2000,different_object,11,1,success,,delivery,236,-23.58,1
color-seed2000,color,2000,different_object,12,1,success,,delivery,271,-23.93,1
color-seed2000,color,2000,different_object,13,1,success,,delivery,279,-24.07,1
color-seed2000,color,2000,different_object,14,1,success,,delivery,235,-24.69,1
color-seed2000,color,2000,different_object,15,1,success,,delivery,245,-22.92,1
color-seed2000,color,2000,distractors,1,1,success,,delivery,320,-22.57,1
color-seed2000,color,2000,distractors,2,1,success,,delivery,270,-23.59,1
color-seed2000,color,2000,distractors,3,1,success,,delivery,289,-22.96,1
color-seed2000,color,2000,distractors,4,1,success,,delivery,248,-20.99,1
color-seed2000,color,2000,distractors,5,1,success,,delivery,291,-21.52,1
color-seed2000,color,2000,distractors,6,1,success,,delivery,289,-22.09,1
color-seed2000,color,2000,distractors,7,1,success,,delivery,394,-22.95,1
color-seed2000,color,2000,distractors,8,1,success,,delivery,293,-23.42,1
color-seed2000,color,2000,distractors,9,1,success,,delivery,356,-23.39,1
color-seed2000,color,2000,distractors,10,1,success,,delivery,263,-22.1,1
color-seed2000,color,2000,distractors,11,1,success,,delivery,297,-22.77,1
color-seed2000,color,2000,distractors,12,1,success,,delivery,247,-23.03,1
color-seed2000,color,2000,distractors,13,1,success,,delivery,295,-22.35,1
color-seed2000,color,2000,distractors,14,1,success,,delivery,250,-21.53,1
color-seed2000,color,2000,distractors,15,1,success,,delivery,289,-24.29,1
color-seed2000,color,2000,in_distribution,1,0,timeout_other,,drop,304,-2.28,2
color-seed2000,color,2000,in_distribution,1,0,timeout_other,,drop,511,27.31,2
color-seed2000,color,2000,in_distribution,2,1,success,,delivery,293,-23.43,1
color-seed2000,color,2000,in_distribution,3,1,success,,delivery,292,-24.64,1
color-seed2000,color,2000,in_distribution,4,1,success,,delivery,463,-24.43,1
color-seed2000,color,2000,in_distribution,5,1,success,,delivery,273,-23.1,1
color-seed2000,color,2000,in_distribution,7,1,success,,delivery,290,-23.71,1
color-seed2000,color,2000,in_distribution,8,1,success,,delivery,241,-22.63,1
color-seed2000,color,2000,in_distribution,9,0,contact_no_grasp,,drop,939,-0.41,2
color-seed2000,color,2000,in_distribution,9,0,contact_no_grasp,,drop,1046,17.82,2
color-seed2000,color,2000,in_distribution,10,1,success,,delivery,277,-22.98,1
color-seed2000,color,2000,in_distribution,11,1,success,,delivery,236,-22.74,1
color-seed2000,color,2000,in_distribution,12,1,success,,delivery,238,-23.15,1
color-seed2000,color,2000,in_distribution,13,1,success,,delivery,240,-22.64,1
color-seed2000,color,2000,in_distribution,14,1,success,,delivery,275,-23.76,1
color-seed2000,color,2000,in_distribution,15,1,success,,delivery,232,-22.89,1
color-seed2000,color,2000,reduced_lighting,2,1,success,,delivery,238,-23.15,1
color-seed2000,color,2000,reduced_lighting,3,1,success,,delivery,239,-23.06,1
color-seed2000,color,2000,reduced_lighting,4,1,success,,delivery,268,-21.53,1
color-seed2000,color,2000,reduced_lighting,5,1,success,,delivery,347,-23.54,1
color-seed2000,color,2000,reduced_lighting,6,1,success,,delivery,291,-24.16,1
color-seed2000,color,2000,reduced_lighting,7,1,success,,delivery,255,-23.35,1
color-seed2000,color,2000,reduced_lighting,8,1,success,,delivery,266,-24.03,1
color-seed2000,color,2000,reduced_lighting,9,1,success,,delivery,256,-22.02,1
color-seed2000,color,2000,reduced_lighting,10,1,success,,delivery,237,-24.07,1
color-seed2000,color,2000,reduced_lighting,11,1,success,,delivery,241,-23.58,1
color-seed2000,color,2000,reduced_lighting,12,1,success,,delivery,223,-22.4,1
color-seed2000,color,2000,reduced_lighting,13,1,success,,delivery,279,-24.26,1
color-seed2000,color,2000,reduced_lighting,14,1,success,,delivery,241,-24.09,1
color-seed2000,color,2000,reduced_lighting,15,1,success,,delivery,308,-22.84,1
color-slowpace,color-slowpace,1000,different_object,1,1,success,,delivery,545,-22.6,1
color-slowpace,color-slowpace,1000,different_object,2,1,success,,delivery,489,-21.82,1
color-slowpace,color-slowpace,1000,different_object,3,1,success,,delivery,417,-24.04,1
color-slowpace,color-slowpace,1000,different_object,4,1,success,,delivery,1018,-22.34,1
color-slowpace,color-slowpace,1000,different_object,5,1,success,,delivery,419,-22.12,1
color-slowpace,color-slowpace,1000,different_object,6,1,success,,delivery,370,-22.88,1
color-slowpace,color-slowpace,1000,different_object,7,1,success,,delivery,440,-22.75,1
color-slowpace,color-slowpace,1000,different_object,9,1,success,,delivery,540,-24.03,1
color-slowpace,color-slowpace,1000,different_object,10,1,success,,delivery,445,-24.25,1
color-slowpace,color-slowpace,1000,different_object,11,1,success,,delivery,404,-22.43,1
color-slowpace,color-slowpace,1000,different_object,12,1,success,,delivery,534,-22.2,1
color-slowpace,color-slowpace,1000,different_object,13,1,success,,delivery,416,-24.07,1
color-slowpace,color-slowpace,1000,different_object,14,1,success,,delivery,616,-23.37,1
color-slowpace,color-slowpace,1000,different_object,15,1,success,,delivery,520,-22.61,1
color-slowpace,color-slowpace,1000,in_distribution,1,1,success,,delivery,596,-22.92,1
color-slowpace,color-slowpace,1000,in_distribution,2,1,success,,delivery,676,-23.45,1
color-slowpace,color-slowpace,1000,in_distribution,3,1,success,,delivery,431,-22.52,1
color-slowpace,color-slowpace,1000,in_distribution,5,1,success,,delivery,474,-21.45,1
color-slowpace,color-slowpace,1000,in_distribution,6,1,success,,delivery,368,-23.35,1
color-slowpace,color-slowpace,1000,in_distribution,7,1,success,,delivery,390,-22.86,1
color-slowpace,color-slowpace,1000,in_distribution,9,1,success,,delivery,455,-22.4,1
color-slowpace,color-slowpace,1000,in_distribution,11,1,success,,delivery,689,-22.58,1
color-slowpace,color-slowpace,1000,in_distribution,12,1,success,,delivery,675,-22.19,1
color-slowpace,color-slowpace,1000,in_distribution,14,1,success,,delivery,505,-23.24,1
density,density,1000,in_distribution,1,1,success,,delivery,284,-22.02,1
density,density,1000,in_distribution,2,1,success,,delivery,271,-22.58,1
density,density,1000,in_distribution,3,1,success,,delivery,291,-21.2,1
density,density,1000,in_distribution,4,1,success,,delivery,288,-22.46,1
density,density,1000,in_distribution,5,1,success,,delivery,258,-22.38,1
density,density,1000,in_distribution,6,1,success,,delivery,275,-24.05,1
density,density,1000,in_distribution,7,1,success,,delivery,279,-23.31,1
density,density,1000,in_distribution,8,1,success,,delivery,293,-23.03,1
density,density,1000,in_distribution,9,1,success,,delivery,267,-23.1,1
density,density,1000,in_distribution,10,1,success,,delivery,298,-22.67,1
density,density,1000,in_distribution,11,1,success,,delivery,297,-22.08,1
density,density,1000,in_distribution,12,1,success,,delivery,254,-23.33,1
density,density,1000,in_distribution,13,1,success,,delivery,274,-22.86,1
density,density,1000,in_distribution,14,1,success,,delivery,298,-23.49,1
density,density,1000,in_distribution,15,1,success,,delivery,274,-23.04,1
density,density,1000,trained_t2,5,1,success,,delivery,278,-22.14,1
density,density,1000,trained_t2,13,1,success,,delivery,265,-21.94,1
randomized,randomized,1000,different_object,11,0,grasp_drop,,drop,542,-2.29,1
randomized,randomized,1000,different_object,13,0,timeout_other,,drop,595,12.71,1
randomized,randomized,1000,distractors,3,0,timeout_other,,drop,978,9.02,1
randomized,randomized,1000,distractors,4,1,success,,delivery,519,-22.54,1
randomized,randomized,1000,in_distribution,1,1,success,,delivery,574,-23.84,1
randomized,randomized,1000,in_distribution,2,0,contact_no_grasp,,drop,573,-0.86,1
randomized,randomized,1000,in_distribution,4,0,contact_no_grasp,,drop,623,8.09,1
randomized,randomized,1000,in_distribution,5,1,success,,delivery,415,-22.76,1
randomized,randomized,1000,in_distribution,6,1,success,,delivery,676,-24.31,1
randomized,randomized,1000,in_distribution,7,0,contact_no_grasp,,drop,561,5.47,1
randomized,randomized,1000,in_distribution,8,1,success,,delivery,410,-23.73,1
randomized,randomized,1000,in_distribution,9,1,success,,delivery,687,-23.84,1
randomized,randomized,1000,in_distribution,10,0,contact_no_grasp,,drop,532,12.64,1
randomized,randomized,1000,in_distribution,12,1,success,,delivery,364,-24.62,1
randomized,randomized,1000,in_distribution,13,0,timeout_other,,drop,542,2.06,1
randomized,randomized,1000,in_distribution,14,0,timeout_other,,drop,645,9.31,1
randomized,randomized,1000,in_distribution,15,0,timeout_other,,drop,693,8.15,1
randomized,randomized,1000,reduced_lighting,3,1,success,,delivery,492,-22.35,1
randomized,randomized,1000,reduced_lighting,4,1,success,,delivery,373,-22.96,1
randomized,randomized,1000,reduced_lighting,5,1,success,,delivery,810,-24.87,1
randomized,randomized,1000,reduced_lighting,9,1,success,,delivery,340,-22.06,1
randomized,randomized,1000,reduced_lighting,10,0,contact_no_grasp,,drop,643,-0.27,1
randomized,randomized,1000,reduced_lighting,13,1,success,,delivery,396,-24.11,1
randomized,randomized,1000,reduced_lighting,14,0,grasp_drop,,drop,371,-16.16,2
randomized,randomized,1000,reduced_lighting,14,0,grasp_drop,,drop,540,22.24,2
randomized-seed2000,randomized,2000,different_object,1,1,success,,delivery,842,-24.73,1
randomized-seed2000,randomized,2000,different_object,11,1,success,,delivery,354,-23.26,1
randomized-seed2000,randomized,2000,distractors,9,0,contact_no_grasp,,drop,584,8.48,1
randomized-seed2000,randomized,2000,in_distribution,3,1,success,,delivery,717,-23.18,1
randomized-seed2000,randomized,2000,in_distribution,4,1,success,,delivery,417,-21.89,1
randomized-seed2000,randomized,2000,in_distribution,6,0,contact_no_grasp,,drop,887,-2.14,1
randomized-seed2000,randomized,2000,in_distribution,7,1,success,,delivery,518,-23.93,1
randomized-seed2000,randomized,2000,in_distribution,8,1,success,,delivery,411,-23.65,1
randomized-seed2000,randomized,2000,in_distribution,9,0,contact_no_grasp,,drop,696,-6.25,1
randomized-seed2000,randomized,2000,in_distribution,11,0,contact_no_grasp,,drop,538,-0.23,1
randomized-seed2000,randomized,2000,in_distribution,12,1,success,,delivery,419,-23.88,1
randomized-seed2000,randomized,2000,in_distribution,15,1,success,,delivery,503,-21.09,1
randomized-seed2000,randomized,2000,reduced_lighting,1,1,success_after_missed_grasp,,delivery,731,-22.92,1
randomized-seed2000,randomized,2000,reduced_lighting,3,0,timeout_other,,drop,693,2.47,1
randomized-seed2000,randomized,2000,reduced_lighting,5,1,success,,delivery,423,-22.19,1
randomized-seed2000,randomized,2000,reduced_lighting,6,1,success,,delivery,409,-24.13,1
randomized-seed2000,randomized,2000,reduced_lighting,9,1,success,,delivery,756,-20.79,1
randomized-seed2000,randomized,2000,reduced_lighting,11,1,success,,delivery,809,-23.17,1
randomized-seed2000,randomized,2000,reduced_lighting,15,0,contact_no_grasp,,drop,1040,1.37,1
recovery,recovery,1000,different_object,1,0,deliberate_drop,Failed,drop,497,-7.07,2
recovery,recovery,1000,different_object,1,0,deliberate_drop,Failed,drop,589,9.75,2
recovery,recovery,1000,different_object,2,1,success,,delivery,671,-20.41,1
recovery,recovery,1000,different_object,3,1,success,,delivery,345,-22.7,1
recovery,recovery,1000,different_object,4,0,deliberate_drop,Failed,drop,742,-9.93,2
recovery,recovery,1000,different_object,4,0,deliberate_drop,Failed,drop,944,11.26,2
recovery,recovery,1000,different_object,5,1,success,,delivery,357,-22.67,1
recovery,recovery,1000,different_object,6,1,success,,delivery,320,-21.73,1
recovery,recovery,1000,different_object,7,1,success,,delivery,1060,-21.75,1
recovery,recovery,1000,different_object,8,1,success,,delivery,457,-21.77,1
recovery,recovery,1000,different_object,9,1,success,,delivery,381,-20.66,1
recovery,recovery,1000,different_object,10,1,success,,delivery,562,-19.29,1
recovery,recovery,1000,different_object,11,1,success,,delivery,402,-21.82,1
recovery,recovery,1000,different_object,12,1,success,,delivery,397,-22.63,1
recovery,recovery,1000,different_object,13,0,deliberate_drop,Failed,drop,309,-11.95,2
recovery,recovery,1000,different_object,13,0,deliberate_drop,Failed,drop,943,-1.01,2
recovery,recovery,1000,different_object,14,0,deliberate_drop,Failed,drop,834,-2.02,1
recovery,recovery,1000,different_object,15,1,success,,delivery,465,-21.79,1
recovery,recovery,1000,distractors,1,1,success,,delivery,348,-22.77,1
recovery,recovery,1000,distractors,2,1,success,,delivery,295,-23.75,1
recovery,recovery,1000,distractors,3,1,success,,delivery,355,-22.32,1
recovery,recovery,1000,distractors,4,1,success,,delivery,317,-21.44,1
recovery,recovery,1000,distractors,5,1,success,,delivery,281,-22.53,1
recovery,recovery,1000,distractors,6,0,contact_no_grasp,,drop,293,8.32,1
recovery,recovery,1000,distractors,7,1,success,,delivery,296,-23.92,1
recovery,recovery,1000,distractors,8,1,success,,delivery,247,-21.13,1
recovery,recovery,1000,distractors,9,0,contact_no_grasp,,drop,295,1.35,1
recovery,recovery,1000,distractors,10,1,success,,delivery,285,-23.81,1
recovery,recovery,1000,distractors,11,1,success,,delivery,868,-20.68,1
recovery,recovery,1000,distractors,12,1,success,,delivery,377,-23.54,1
recovery,recovery,1000,distractors,13,1,success,,delivery,396,-22.57,1
recovery,recovery,1000,distractors,14,1,success,,delivery,246,-23.07,1
recovery,recovery,1000,distractors,15,1,success,,delivery,288,-22.49,1
recovery,recovery,1000,in_distribution,1,0,deliberate_drop,Failed,drop,325,-4.14,2
recovery,recovery,1000,in_distribution,1,0,deliberate_drop,Failed,drop,886,7.94,2
recovery,recovery,1000,in_distribution,2,1,success,,delivery,313,-23.94,1
recovery,recovery,1000,in_distribution,3,1,success,,delivery,283,-25.98,1
recovery,recovery,1000,in_distribution,4,0,deliberate_drop,Failed,drop,439,-17.4,2
recovery,recovery,1000,in_distribution,4,0,deliberate_drop,Failed,drop,881,27.64,2
recovery,recovery,1000,in_distribution,5,0,deliberate_drop,Failed,drop,221,-5.36,1
recovery,recovery,1000,in_distribution,6,0,deliberate_drop,Failed,drop,581,-8.71,2
recovery,recovery,1000,in_distribution,6,0,deliberate_drop,Failed,drop,680,6.14,2
recovery,recovery,1000,in_distribution,7,0,grasp_drop,,drop,332,-22.64,2
recovery,recovery,1000,in_distribution,7,0,grasp_drop,,drop,443,21.1,2
recovery,recovery,1000,in_distribution,8,1,success,,delivery,276,-23.69,1
recovery,recovery,1000,in_distribution,9,1,success,,delivery,305,-21.55,1
recovery,recovery,1000,in_distribution,10,1,success,,delivery,303,-24.5,1
recovery,recovery,1000,in_distribution,11,1,success,,delivery,353,-24.2,1
recovery,recovery,1000,in_distribution,12,0,deliberate_drop,Failed,drop,294,-6.95,1
recovery,recovery,1000,in_distribution,13,0,deliberate_drop,Failed,drop,275,-7.32,3
recovery,recovery,1000,in_distribution,13,0,deliberate_drop,Failed,drop,381,-24.62,3
recovery,recovery,1000,in_distribution,13,0,deliberate_drop,Failed,drop,1044,-23.76,3
recovery,recovery,1000,in_distribution,14,1,success,,delivery,296,-22.95,1
recovery,recovery,1000,in_distribution,15,1,success,,delivery,273,-24.21,1
recovery,recovery,1000,new_positions,1,0,timeout_other,,drop,827,20.47,1
recovery,recovery,1000,new_positions,13,0,timeout_other,,drop,1141,25.3,1
